record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-MUS-HOR-1649,LARGE1,horse,Equus caballus,muscular_dystrophy,21,0.9649,0.9723,15,0.3622,0.769,0.8217,0.6264,0.4383,4,0.8,1,1,Hippo signaling,1
GB-DIA-MOU-6613,ADIPOQ,mouse,Mus musculus,diabetes,5,0.99,0.3825,1,0.4,0.7567,0.0993,0.3309,0.4605,2,0.85,0,0,FoxO signaling,0
GB-MUS-SHE-1375,SGCB,sheep,Ovis aries,muscular_dystrophy,15,0.943,0.2832,3,0.1162,0.8022,0.2569,0.0815,0.2585,0,0.82,0,0,Apoptosis,0
GB-DIA-BAB-6930,INS,baboon,Papio anubis,diabetes,3,0.8858,0.1172,3,0.3777,0.6675,0.2341,0.8879,0.1972,1,0.94,0,0,cAMP signaling,0
GB-HEA-PIG-2758,TNNT2,pig,Sus scrofa,heart_disease,7,0.99,0.962,16,0.4714,0.774,0.7227,0.3075,0.7926,2,0.84,0,0,FoxO signaling,1
GB-DIA-MOU-6498,KLF11,mouse,Mus musculus,diabetes,2,0.9523,0.652,19,0.7387,0.7812,0.6614,0.5737,0.8316,3,0.85,0,0,JAK-STAT,1
GB-ALS-PIG-4520,MATR3,pig,Sus scrofa,als,14,0.7761,0.754,22,0.6361,0.6205,0.7328,0.6165,0.3432,4,0.84,0,0,Oxidative phosphorylation,1
GB-SPI-PIG-0095,OMG,pig,Sus scrofa,spinal_cord_injury,4,0.864,0.1623,2,0.2927,0.6919,0.3282,0.3952,0.1568,0,0.84,0,0,JAK-STAT,0
GB-DIA-BAB-6849,LEPR,baboon,Papio anubis,diabetes,1,0.9344,0.5795,14,0.8778,0.7799,0.8985,0.934,0.4302,2,0.94,0,0,Notch signaling,1
GB-RET-PIG-1859,ROM1,pig,Sus scrofa,retinal_degeneration,1,0.9631,0.9649,17,0.9083,0.7977,0.8889,0.9282,0.6248,7,0.84,0,0,FoxO signaling,1
GB-ALS-BAB-5076,MATR3,baboon,Papio anubis,als,3,0.99,0.8457,13,0.6494,0.8282,0.6317,0.522,0.6916,2,0.94,1,0,Glycolysis,1
GB-DIA-MOU-6644,INSR,mouse,Mus musculus,diabetes,16,0.9384,0.4582,2,0.1436,0.709,0.1235,0.6412,0.2374,3,0.85,0,0,Notch signaling,0
GB-DIA-HOR-7022,PPARG,horse,Equus caballus,diabetes,2,0.9687,0.8693,29,0.6061,0.7509,0.8355,0.7968,0.3841,5,0.8,1,0,mTOR,1
GB-PAR-PIG-3684,GBA,pig,Sus scrofa,parkinsons,19,0.8227,0.3097,5,0.4202,0.6083,0.2249,0.3267,0.426,1,0.84,0,0,Oxidative phosphorylation,0
GB-MUS-PIG-0996,ANO5,pig,Sus scrofa,muscular_dystrophy,2,0.7329,0.3203,8,0.1629,0.6003,0.1947,0.7699,0.4033,0,0.84,0,0,Oxidative phosphorylation,0
GB-MUS-PIG-0970,ANO5,pig,Sus scrofa,muscular_dystrophy,11,0.8519,0.1446,4,0.0917,0.6737,0.1021,0.128,0.1524,2,0.84,0,0,Autophagy,0
GB-SPI-MOU-0185,OMG,mouse,Mus musculus,spinal_cord_injury,X,0.8126,0.5529,13,0.5741,0.659,0.6103,0.8054,0.8036,2,0.85,0,0,Hedgehog,1
GB-DIA-SHE-6829,INSR,sheep,Ovis aries,diabetes,15,0.8344,0.1203,1,0.1475,0.6082,0.3348,0.0783,0.1266,1,0.82,0,0,Glycolysis,0
GB-RET-HOR-2687,RPE65,horse,Equus caballus,retinal_degeneration,17,0.9154,0.4554,4,0.2893,0.7622,0.0649,0.4231,0.1234,2,0.8,0,0,Glycolysis,0
GB-HEA-PIG-2759,MYH7,pig,Sus scrofa,heart_disease,19,0.99,0.6332,15,0.886,0.811,0.7286,0.8134,0.2881,7,0.84,0,0,Hippo signaling,1
GB-SPI-SHE-0408,ARG1,sheep,Ovis aries,spinal_cord_injury,15,0.913,0.99,15,0.7349,0.7629,0.4948,0.4623,0.4584,5,0.82,1,0,DNA repair,1
GB-HEA-HOR-3454,TPM1,horse,Equus caballus,heart_disease,21,0.8214,0.6296,21,0.5892,0.6865,0.8044,0.7472,0.413,3,0.8,0,0,JAK-STAT,1
GB-SPI-BAB-0544,SOCS3,baboon,Papio anubis,spinal_cord_injury,8,0.99,0.6255,16,0.466,0.8061,0.3882,0.3853,0.7676,3,0.94,0,0,Glycolysis,1
GB-DIA-BAB-6885,IRS2,baboon,Papio anubis,diabetes,5,0.9371,0.5693,19,0.8063,0.7694,0.7263,0.9289,0.7065,5,0.94,0,0,Oxidative phosphorylation,1
GB-DEA-SHE-5930,TMPRSS3,sheep,Ovis aries,deafness,14,0.8193,0.4153,4,0.219,0.65,0.3004,0.2284,0.3263,2,0.82,0,0,JAK-STAT,0
GB-PAR-MOU-3806,UCHL1,mouse,Mus musculus,parkinsons,8,0.9695,0.6557,25,0.8862,0.8149,0.7835,0.8966,0.5944,2,0.85,1,0,PI3K-Akt,1
GB-HEA-SHE-3091,TNNT2,sheep,Ovis aries,heart_disease,14,0.8962,0.9018,19,0.8635,0.7754,0.7286,0.4564,0.6942,3,0.82,1,1,PI3K-Akt,1
GB-HEA-SHE-3143,MYBPC3,sheep,Ovis aries,heart_disease,21,0.99,0.8843,18,0.4163,0.7979,0.9489,0.8902,0.7759,6,0.82,0,0,DNA repair,1
GB-PAR-PIG-3733,ATP13A2,pig,Sus scrofa,parkinsons,9,0.8393,0.2542,5,0.2878,0.6846,0.1777,0.4695,0.3138,0,0.84,0,0,MAPK signaling,0
GB-ALS-PIG-4634,MATR3,pig,Sus scrofa,als,1,0.8247,0.359,5,0.3428,0.6731,0.1259,0.3673,0.4827,3,0.84,0,0,cAMP signaling,0
GB-RET-HOR-2653,AIPL1,horse,Equus caballus,retinal_degeneration,19,0.9737,0.3204,4,0.0754,0.7699,0.0866,0.549,0.1782,2,0.8,0,0,Apoptosis,0
GB-MUS-BAB-1550,RAPSN,baboon,Papio anubis,muscular_dystrophy,5,0.8974,0.2581,5,0.1398,0.706,0.2749,0.3137,0.1849,1,0.94,0,0,Notch signaling,0
GB-MUS-BAB-1487,FKTN,baboon,Papio anubis,muscular_dystrophy,10,0.9312,0.8363,27,0.4441,0.7677,0.5331,0.7985,0.7495,6,0.94,1,1,Wnt signaling,1
GB-ALS-HOR-5235,TARDBP,horse,Equus caballus,als,17,0.7117,0.8189,20,0.8361,0.5829,0.9026,0.2868,0.6779,2,0.8,0,0,MAPK signaling,1
GB-RET-PIG-1905,LRAT,pig,Sus scrofa,retinal_degeneration,15,0.9431,0.4323,5,0.1979,0.8136,0.0927,0.1251,0.3674,1,0.84,0,0,mTOR,0
GB-MUS-BAB-1566,FKTN,baboon,Papio anubis,muscular_dystrophy,5,0.9114,0.1328,6,0.1648,0.704,0.1607,0.1691,0.253,1,0.94,0,0,Glycolysis,0
GB-RET-SHE-2181,ROM1,sheep,Ovis aries,retinal_degeneration,6,0.737,0.7439,22,0.5746,0.5881,0.6082,0.4267,0.7211,2,0.82,0,0,MAPK signaling,1
GB-PAR-MOU-3836,PRKN,mouse,Mus musculus,parkinsons,8,0.9468,0.897,24,0.926,0.7868,0.8232,0.3179,0.7788,3,0.85,0,0,Hedgehog,1
GB-SPI-PIG-0019,STAT3,pig,Sus scrofa,spinal_cord_injury,13,0.8262,0.7168,20,0.7171,0.6815,0.8423,0.2709,0.1703,5,0.84,0,0,NF-kB,1
GB-HEA-MOU-3012,KCNQ1,mouse,Mus musculus,heart_disease,5,0.8068,0.1722,4,0.0496,0.6244,0.0155,0.49,0.4117,3,0.85,0,0,cAMP signaling,0
GB-SPI-HOR-0733,CNTF,horse,Equus caballus,spinal_cord_injury,2,0.8126,0.6398,18,0.8905,0.6659,0.9058,0.6766,0.1424,5,0.8,0,0,Notch signaling,1
GB-DEA-MOU-5605,CDH23,mouse,Mus musculus,deafness,7,0.9896,0.9802,14,0.8536,0.7963,0.7996,0.7306,0.4091,5,0.85,0,0,NF-kB,1
GB-HEA-SHE-3226,LMNA,sheep,Ovis aries,heart_disease,4,0.9101,0.3125,3,0.3436,0.7644,0.4645,0.2216,0.2105,3,0.82,0,0,PI3K-Akt,0
GB-HEA-BAB-3240,MYL3,baboon,Papio anubis,heart_disease,5,0.99,0.7451,13,0.6715,0.8406,0.6252,0.9165,0.5161,7,0.94,1,1,FoxO signaling,1
GB-DIA-MOU-6651,KLF11,mouse,Mus musculus,diabetes,Y,0.947,0.1336,6,0.4922,0.7636,0.2208,0.464,0.3892,0,0.85,0,0,MAPK signaling,0
GB-PAR-MOU-3877,PINK1,mouse,Mus musculus,parkinsons,6,0.9679,0.239,6,0.2204,0.7927,0.1322,0.3296,0.0796,3,0.85,0,0,Oxidative phosphorylation,0
GB-RET-SHE-2288,CRX,sheep,Ovis aries,retinal_degeneration,4,0.7804,0.2835,4,0.5731,0.5793,0.2193,0.5506,0.105,2,0.82,0,0,MAPK signaling,0
GB-PAR-BAB-4270,LRRK2,baboon,Papio anubis,parkinsons,11,0.99,0.3134,3,0.1743,0.7594,0.2455,0.0819,0.4963,1,0.94,0,0,Notch signaling,0
GB-ALS-BAB-5087,UBQLN2,baboon,Papio anubis,als,17,0.99,0.9677,20,0.6998,0.7655,0.6929,0.4555,0.64,2,0.94,0,0,Apoptosis,1
GB-DEA-SHE-5782,CDH23,sheep,Ovis aries,deafness,15,0.8202,0.7819,28,0.5028,0.6675,0.6086,0.3104,0.6522,6,0.82,0,0,PI3K-Akt,1
GB-SPI-HOR-0756,KLF4,horse,Equus caballus,spinal_cord_injury,2,0.8415,0.7359,26,0.844,0.6207,0.8458,0.9479,0.7278,6,0.8,1,0,Glycolysis,1
GB-ALS-SHE-4963,C9ORF72,sheep,Ovis aries,als,8,0.7344,0.3792,3,0.2397,0.5191,0.1432,0.5102,0.3628,2,0.82,0,0,Wnt signaling,0
GB-HEA-SHE-3213,TNNI3,sheep,Ovis aries,heart_disease,3,0.9137,0.4191,9,0.2703,0.7309,0.5833,0.4984,0.0219,2,0.82,0,0,Notch signaling,0
GB-MUS-BAB-1483,CAPN3,baboon,Papio anubis,muscular_dystrophy,10,0.8803,0.6175,15,0.5283,0.7268,0.6042,0.8946,0.5031,2,0.94,0,0,Wnt signaling,1
GB-SPI-MOU-0321,OMG,mouse,Mus musculus,spinal_cord_injury,15,0.7438,0.2232,4,0.214,0.6117,0.4265,0.5476,0.2713,2,0.85,0,0,Apoptosis,0
GB-RET-PIG-1902,CNGA3,pig,Sus scrofa,retinal_degeneration,6,0.9509,0.2389,7,0.2533,0.7804,0.1298,0.3353,0.5653,0,0.84,0,0,FoxO signaling,0
GB-ALS-MOU-4803,DCTN1,mouse,Mus musculus,als,7,0.9578,0.2565,4,0.3837,0.7953,0.0304,0.1026,0.5597,1,0.85,0,0,Oxidative phosphorylation,0
GB-DIA-BAB-6993,INSR,baboon,Papio anubis,diabetes,19,0.9164,0.3031,2,0.3956,0.8005,0.3031,0.4512,0.2938,0,0.94,0,0,Apoptosis,0
GB-RET-BAB-2412,CEP290,baboon,Papio anubis,retinal_degeneration,15,0.9174,0.1605,3,0.1401,0.7178,0.0853,0.4111,0.1766,2,0.94,0,0,mTOR,0
GB-HEA-SHE-3113,ANK2,sheep,Ovis aries,heart_disease,17,0.8857,0.8256,14,0.7163,0.7177,0.6983,0.6787,0.7018,5,0.82,0,0,Glycolysis,1
GB-HEA-MOU-2943,MYL3,mouse,Mus musculus,heart_disease,11,0.8242,0.1999,5,0.4325,0.6128,0.194,0.2467,0.5092,2,0.85,0,0,mTOR,0
GB-RET-SHE-2223,CEP290,sheep,Ovis aries,retinal_degeneration,7,0.867,0.3966,2,0.1115,0.722,0.0866,0.2142,0.1547,0,0.82,0,0,cAMP signaling,0
GB-DIA-MOU-6485,INSR,mouse,Mus musculus,diabetes,X,0.9053,0.8294,19,0.6287,0.7375,0.7463,0.708,0.6518,5,0.85,0,0,FoxO signaling,1
GB-ALS-PIG-4522,OPTN,pig,Sus scrofa,als,7,0.8243,0.8173,14,0.8523,0.7524,0.7636,0.7404,0.6933,5,0.84,0,0,Hippo signaling,1
GB-ALS-PIG-4631,TARDBP,pig,Sus scrofa,als,7,0.7382,0.0969,3,0.2553,0.6009,0.2484,0.3555,0.2866,2,0.84,0,0,TGF-beta,0
GB-SPI-MOU-0230,CNTF,mouse,Mus musculus,spinal_cord_injury,15,0.8621,0.868,15,0.7879,0.6521,0.8235,0.9361,0.2362,6,0.85,0,0,Oxidative phosphorylation,1
GB-ALS-PIG-4628,NEK1,pig,Sus scrofa,als,5,0.7489,0.0852,4,0.3185,0.6078,0.219,0.2521,0.2374,1,0.84,0,0,Apoptosis,0
GB-SPI-BAB-0554,SOCS3,baboon,Papio anubis,spinal_cord_injury,21,0.99,0.99,22,0.5309,0.8017,0.8323,0.3061,0.7685,4,0.94,0,0,Oxidative phosphorylation,1
GB-DEA-SHE-5777,ACTG1,sheep,Ovis aries,deafness,14,0.747,0.8933,24,0.9164,0.5688,0.296,0.7882,0.7485,7,0.82,0,0,NF-kB,1
GB-PAR-MOU-3820,DNAJC13,mouse,Mus musculus,parkinsons,15,0.9495,0.6857,15,0.6308,0.7355,0.605,0.8492,0.7286,6,0.85,0,0,Glycolysis,1
GB-PAR-HOR-4375,CHCHD2,horse,Equus caballus,parkinsons,18,0.7898,0.7534,10,0.3795,0.6269,0.8008,0.231,0.3075,5,0.8,0,0,MAPK signaling,1
GB-MUS-PIG-1022,SGCB,pig,Sus scrofa,muscular_dystrophy,16,0.8752,0.3697,2,0.0735,0.6359,0.4577,0.7596,0.5627,3,0.84,0,0,Oxidative phosphorylation,0
GB-ALS-PIG-4527,DCTN1,pig,Sus scrofa,als,8,0.8522,0.6043,15,0.8696,0.7033,0.851,0.5079,0.8413,4,0.84,0,0,NF-kB,1
GB-SPI-SHE-0393,SOCS3,sheep,Ovis aries,spinal_cord_injury,13,0.9733,0.6346,12,0.6359,0.8292,0.941,0.5244,0.4377,5,0.82,0,0,NF-kB,1
GB-DEA-MOU-5724,TRIOBP,mouse,Mus musculus,deafness,2,0.946,0.1044,7,0.1319,0.7615,0.2374,0.0437,0.1721,3,0.85,0,0,MAPK signaling,0
GB-DIA-BAB-6927,INSR,baboon,Papio anubis,diabetes,16,0.8481,0.3299,5,0.5362,0.6244,0.2655,0.4256,0.2539,1,0.94,0,0,MAPK signaling,0
GB-PAR-SHE-4024,GIGYF2,sheep,Ovis aries,parkinsons,15,0.7399,0.1946,2,0.5558,0.6951,0.272,0.3492,0.2936,1,0.82,0,0,Glycolysis,0
GB-SPI-MOU-0251,TNF,mouse,Mus musculus,spinal_cord_injury,8,0.8595,0.112,3,0.2076,0.6934,0.2328,0.4885,0.2291,0,0.85,0,0,DNA repair,0
GB-HEA-SHE-3127,MYBPC3,sheep,Ovis aries,heart_disease,2,0.988,0.836,16,0.5696,0.7533,0.8577,0.5661,0.7179,5,0.82,0,0,NF-kB,1
GB-MUS-HOR-1671,SGCG,horse,Equus caballus,muscular_dystrophy,15,0.8635,0.7709,10,0.8811,0.7027,0.4973,0.7521,0.3064,2,0.8,0,0,DNA repair,1
GB-PAR-PIG-3731,PINK1,pig,Sus scrofa,parkinsons,Y,0.8317,0.3849,5,0.3594,0.6557,0.0862,0.3091,0.3764,2,0.84,0,0,Notch signaling,0
GB-ALS-PIG-4534,UBQLN2,pig,Sus scrofa,als,5,0.8784,0.7549,34,0.786,0.6912,0.8317,0.5204,0.2839,2,0.84,0,0,Autophagy,1
GB-HEA-BAB-3353,MYL3,baboon,Papio anubis,heart_disease,10,0.99,0.1062,8,0.0164,0.8252,0.1168,0.1494,0.5532,3,0.94,0,0,cAMP signaling,0
GB-DEA-MOU-5706,GJB6,mouse,Mus musculus,deafness,17,0.99,0.2411,4,0.2374,0.7924,0.1992,0.6213,0.2995,0,0.85,0,0,FoxO signaling,0
GB-HEA-BAB-3347,ANK2,baboon,Papio anubis,heart_disease,21,0.99,0.2294,3,0.3123,0.8052,0.6113,0.4618,0.1871,2,0.94,0,0,PI3K-Akt,0
GB-MUS-SHE-1412,SGCA,sheep,Ovis aries,muscular_dystrophy,18,0.9737,0.4287,3,0.2185,0.7599,0.337,0.0433,0.0399,3,0.82,0,0,PI3K-Akt,0
GB-ALS-SHE-5001,TARDBP,sheep,Ovis aries,als,X,0.834,0.1834,5,0.1992,0.7066,0.1115,0.4118,0.0982,2,0.82,0,0,DNA repair,0
GB-MUS-HOR-1720,LARGE1,horse,Equus caballus,muscular_dystrophy,2,0.9309,0.2737,1,0.4426,0.6946,0.1305,0.4063,0.1849,0,0.8,0,0,NF-kB,0
GB-HEA-SHE-3185,ACTC1,sheep,Ovis aries,heart_disease,X,0.8832,0.1181,4,0.4826,0.7276,0.3412,0.3499,0.3033,2,0.82,0,0,PI3K-Akt,0
GB-HEA-HOR-3431,MYBPC3,horse,Equus caballus,heart_disease,8,0.7476,0.7787,19,0.9761,0.5604,0.7562,0.3253,0.4665,2,0.8,0,0,Glycolysis,1
GB-ALS-MOU-4717,SQSTM1,mouse,Mus musculus,als,11,0.99,0.8281,24,0.5032,0.7579,0.3822,0.8762,0.6901,6,0.85,0,0,cAMP signaling,1
GB-MUS-MOU-1103,SGCB,mouse,Mus musculus,muscular_dystrophy,4,0.9892,0.9676,15,0.8963,0.8075,0.9494,0.8394,0.8566,5,0.85,1,0,Calcium signaling,1
GB-MUS-PIG-1042,SGCD,pig,Sus scrofa,muscular_dystrophy,22,0.8175,0.4038,2,0.1001,0.6962,0.0936,0.2892,0.1568,1,0.84,0,0,TGF-beta,0
GB-RET-BAB-2404,GUCY2D,baboon,Papio anubis,retinal_degeneration,5,0.8575,0.1957,1,0.0422,0.6802,0.141,0.3312,0.4215,0,0.94,0,0,Calcium signaling,0
GB-HEA-MOU-2996,CASQ2,mouse,Mus musculus,heart_disease,X,0.7723,0.1388,3,0.2764,0.6234,0.0964,0.3685,0.59,0,0.85,0,0,PI3K-Akt,0
GB-RET-HOR-2592,RDH12,horse,Equus caballus,retinal_degeneration,6,0.9276,0.99,29,0.9025,0.7905,0.547,0.8366,0.4398,2,0.8,0,0,Oxidative phosphorylation,1
GB-PAR-HOR-4456,EIF4G1,horse,Equus caballus,parkinsons,16,0.7331,0.1882,2,0.0999,0.5905,0.3812,0.4459,0.2531,3,0.8,0,0,TGF-beta,0
GB-RET-SHE-2197,CEP290,sheep,Ovis aries,retinal_degeneration,6,0.7572,0.8626,33,0.441,0.6307,0.8096,0.8336,0.3382,7,0.82,0,0,TGF-beta,1
GB-SPI-PIG-0037,KLF4,pig,Sus scrofa,spinal_cord_injury,2,0.8356,0.6353,27,0.8761,0.6885,0.5014,0.7064,0.6392,6,0.84,1,0,Notch signaling,1
GB-SPI-HOR-0865,TNF,horse,Equus caballus,spinal_cord_injury,15,0.7668,0.2121,2,0.175,0.5713,0.2531,0.0362,0.2181,3,0.8,0,0,DNA repair,0
GB-MUS-PIG-1075,TRIM32,pig,Sus scrofa,muscular_dystrophy,1,0.8626,0.3717,1,0.1867,0.7204,0.1251,0.4616,0.2194,0,0.84,0,0,Oxidative phosphorylation,0
GB-SPI-SHE-0381,STAT3,sheep,Ovis aries,spinal_cord_injury,5,0.904,0.9348,32,0.8996,0.7451,0.6471,0.3496,0.5867,3,0.82,1,0,PI3K-Akt,1
GB-DIA-MOU-6554,IRS2,mouse,Mus musculus,diabetes,18,0.9788,0.7553,14,0.6077,0.8463,0.8706,0.2623,0.5313,7,0.85,0,0,DNA repair,1
GB-DEA-SHE-5799,LHFPL5,sheep,Ovis aries,deafness,11,0.7623,0.6472,12,0.9004,0.6598,0.8697,0.4248,0.5283,4,0.82,1,0,Oxidative phosphorylation,1
GB-DEA-HOR-6143,STRC,horse,Equus caballus,deafness,12,0.9351,0.7844,11,0.8256,0.752,0.567,0.4434,0.5769,2,0.8,0,0,mTOR,1
GB-SPI-SHE-0538,TNF,sheep,Ovis aries,spinal_cord_injury,16,0.9717,0.1497,4,0.2782,0.7546,0.4354,0.0921,0.0408,0,0.82,0,0,Hedgehog,0
GB-ALS-HOR-5388,SETX,horse,Equus caballus,als,3,0.7483,0.3087,13,0.4409,0.6164,0.0547,0.084,0.031,0,0.8,0,0,Autophagy,0
GB-ALS-PIG-4617,TUBA4A,pig,Sus scrofa,als,16,0.8417,0.3722,16,0.3262,0.684,0.2358,0.0562,0.2651,0,0.84,0,0,cAMP signaling,0
GB-PAR-MOU-3892,PARK7,mouse,Mus musculus,parkinsons,11,0.99,0.3568,7,0.3933,0.7128,0.1435,0.3401,0.5792,3,0.85,0,0,TGF-beta,0
GB-PAR-PIG-3774,SNCA,pig,Sus scrofa,parkinsons,12,0.8168,0.3632,3,0.3095,0.6179,0.1375,0.1439,0.7057,3,0.84,0,0,Autophagy,0
GB-DIA-SHE-6806,PAX4,sheep,Ovis aries,diabetes,7,0.8124,0.2718,1,0.4073,0.6112,0.3792,0.3337,0.2785,1,0.82,0,0,DNA repair,0
GB-DEA-SHE-5832,WHRN,sheep,Ovis aries,deafness,1,0.7848,0.2155,3,0.1154,0.6111,0.1242,0.2961,0.2021,2,0.82,0,0,PI3K-Akt,0
GB-SPI-MOU-0308,TNF,mouse,Mus musculus,spinal_cord_injury,18,0.8775,0.4015,11,0.2207,0.7326,0.4694,0.4109,0.3318,2,0.85,0,0,MAPK signaling,0
GB-SPI-MOU-0332,NOGO,mouse,Mus musculus,spinal_cord_injury,20,0.855,0.1806,5,0.2974,0.6819,0.1511,0.4682,0.7716,3,0.85,0,0,Oxidative phosphorylation,0
GB-PAR-PIG-3742,EIF4G1,pig,Sus scrofa,parkinsons,Y,0.7737,0.4164,3,0.2443,0.5917,0.4092,0.23,0.6162,3,0.84,0,0,Glycolysis,0
GB-ALS-PIG-4666,TARDBP,pig,Sus scrofa,als,14,0.9098,0.2466,3,0.1915,0.7536,0.2832,0.2072,0.2869,2,0.84,0,0,Hedgehog,0
GB-MUS-MOU-1149,CAPN3,mouse,Mus musculus,muscular_dystrophy,12,0.9544,0.7568,16,0.7485,0.7368,0.533,0.3926,0.8225,4,0.85,1,1,Oxidative phosphorylation,1
GB-MUS-HOR-1634,DMD,horse,Equus caballus,muscular_dystrophy,22,0.9231,0.9868,19,0.9316,0.7661,0.8184,0.5781,0.2941,5,0.8,0,0,mTOR,1
GB-DEA-PIG-5484,MYO15A,pig,Sus scrofa,deafness,Y,0.7776,0.1237,3,0.6459,0.624,0.2799,0.2842,0.1032,1,0.84,0,0,Glycolysis,0
GB-PAR-BAB-4237,PRKN,baboon,Papio anubis,parkinsons,Y,0.99,0.1706,4,0.1438,0.7998,0.1758,0.2505,0.104,0,0.94,0,0,NF-kB,0
GB-DEA-MOU-5704,GJB6,mouse,Mus musculus,deafness,17,0.9158,0.2936,4,0.3668,0.74,0.2452,0.0432,0.1875,1,0.85,0,0,TGF-beta,0
GB-PAR-PIG-3707,HTRA2,pig,Sus scrofa,parkinsons,X,0.8492,0.3435,1,0.265,0.6862,0.2206,0.294,0.1375,0,0.84,0,0,TGF-beta,0
GB-RET-SHE-2284,PRPH2,sheep,Ovis aries,retinal_degeneration,6,0.8417,0.2618,7,0.0768,0.7041,0.2178,0.1393,0.3374,3,0.82,0,0,mTOR,0
GB-HEA-MOU-2934,ANK2,mouse,Mus musculus,heart_disease,14,0.7975,0.6914,12,0.8369,0.6376,0.8007,0.8234,0.9595,6,0.85,1,0,DNA repair,1
GB-PAR-PIG-3605,SNCA,pig,Sus scrofa,parkinsons,14,0.8602,0.5671,17,0.5757,0.7148,0.7491,0.7663,0.2615,6,0.84,1,1,PI3K-Akt,1
GB-SPI-HOR-0752,GAP43,horse,Equus caballus,spinal_cord_injury,19,0.7759,0.9142,29,0.5226,0.5242,0.7317,0.3245,0.5188,4,0.8,0,0,PI3K-Akt,1
GB-RET-SHE-2221,LRAT,sheep,Ovis aries,retinal_degeneration,19,0.7542,0.2589,3,0.2639,0.6251,0.4063,0.1988,0.4976,1,0.82,0,0,FoxO signaling,0
GB-DEA-MOU-5722,SLC26A4,mouse,Mus musculus,deafness,X,0.9493,0.2225,1,0.3191,0.7669,0.1337,0.7578,0.1573,2,0.85,0,0,mTOR,0
GB-DEA-HOR-6296,TRIOBP,horse,Equus caballus,deafness,15,0.8356,0.1293,1,0.2223,0.7059,0.4091,0.5964,0.0693,0,0.8,0,0,MAPK signaling,0
GB-MUS-HOR-1694,DMD,horse,Equus caballus,muscular_dystrophy,1,0.9444,0.7337,22,0.5712,0.6543,0.8077,0.1845,0.6166,3,0.8,0,0,Hippo signaling,1
GB-DIA-HOR-7155,INSR,horse,Equus caballus,diabetes,13,0.9352,0.3504,8,0.625,0.7767,0.1899,0.1773,0.2909,0,0.8,0,0,Autophagy,0
GB-DEA-SHE-5783,MYO15A,sheep,Ovis aries,deafness,2,0.861,0.7552,33,0.7465,0.7038,0.5955,0.9237,0.529,7,0.82,0,0,Autophagy,1
GB-PAR-PIG-3685,GIGYF2,pig,Sus scrofa,parkinsons,19,0.8204,0.2649,4,0.176,0.6459,0.1855,0.3077,0.5685,0,0.84,0,0,MAPK signaling,0
GB-SPI-PIG-0050,PTEN,pig,Sus scrofa,spinal_cord_injury,20,0.8258,0.6715,12,0.5472,0.7706,0.763,0.3532,0.1379,6,0.84,0,0,Apoptosis,1
GB-DIA-HOR-7079,GCK,horse,Equus caballus,diabetes,22,0.9051,0.9277,20,0.57,0.6903,0.8278,0.7043,0.5229,5,0.8,1,0,cAMP signaling,1
GB-SPI-MOU-0245,IL6,mouse,Mus musculus,spinal_cord_injury,10,0.8803,0.4175,1,0.4477,0.7069,0.3101,0.3037,0.4671,0,0.85,0,0,NF-kB,0
GB-SPI-HOR-0763,BDNF,horse,Equus caballus,spinal_cord_injury,21,0.7325,0.5927,20,0.6195,0.5779,0.9691,0.8361,0.7043,4,0.8,0,0,DNA repair,1
GB-PAR-MOU-3904,VPS35,mouse,Mus musculus,parkinsons,3,0.99,0.3922,1,0.161,0.8809,0.3132,0.7167,0.0484,0,0.85,0,0,TGF-beta,0
GB-ALS-BAB-5184,MATR3,baboon,Papio anubis,als,13,0.99,0.1006,3,0.3063,0.8547,0.1217,0.3204,0.3928,1,0.94,0,0,DNA repair,0
GB-SPI-BAB-0625,SOCS3,baboon,Papio anubis,spinal_cord_injury,1,0.99,0.721,18,0.845,0.7792,0.78,0.7921,0.6044,5,0.94,1,0,Wnt signaling,1
GB-DEA-PIG-5485,MYO15A,pig,Sus scrofa,deafness,19,0.7978,0.3686,4,0.7033,0.6027,0.4129,0.1067,0.3775,3,0.84,0,0,TGF-beta,0
GB-HEA-PIG-2807,LMNA,pig,Sus scrofa,heart_disease,1,0.9437,0.2084,2,0.1256,0.7462,0.1654,0.1882,0.3252,3,0.84,0,0,Hedgehog,0
GB-MUS-PIG-0965,CAPN3,pig,Sus scrofa,muscular_dystrophy,15,0.8133,0.2722,2,0.7526,0.6445,0.3743,0.2907,0.3455,0,0.84,0,0,Notch signaling,0
GB-ALS-MOU-4743,NEK1,mouse,Mus musculus,als,14,0.9227,0.9718,16,0.7424,0.7375,0.4858,0.4958,0.6495,7,0.85,1,1,DNA repair,1
GB-DEA-BAB-6068,GJB2,baboon,Papio anubis,deafness,2,0.9745,0.2892,3,0.2282,0.7976,0.0617,0.0691,0.3668,3,0.94,0,0,PI3K-Akt,0
GB-DEA-HOR-6225,PCDH15,horse,Equus caballus,deafness,14,0.8643,0.1384,3,0.5539,0.6395,0.3524,0.5942,0.1232,1,0.8,0,0,Hippo signaling,0
